2025-03-10 01:28:05,949 INFO    StreamThr :19816 [internal.py:wandb_internal():86] W&B internal server running at pid: 19816, started at: 2025-03-10 01:28:05.948741
2025-03-10 01:34:59,856 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: keepalive
2025-03-10 01:35:00,023 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:03,850 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:04,903 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: keepalive
2025-03-10 01:35:05,074 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:08,904 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:08,952 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: cancel
2025-03-10 01:35:08,953 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: cancel
2025-03-10 01:35:08,954 DEBUG   SenderThread:19816 [sender.py:send():391] Record cancelled: run
2025-03-10 01:35:08,956 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:10,128 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:13,938 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:14,001 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:15,170 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:18,994 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:19,056 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:20,215 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:24,021 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:24,083 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:25,245 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:29,064 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:29,143 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:30,292 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:34,107 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:34,199 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:35,338 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:39,146 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:39,254 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:40,388 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:44,187 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:44,295 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:45,425 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:49,228 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:49,338 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:50,473 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:54,277 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:54,385 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:55,520 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:59,332 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:35:59,429 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
2025-03-10 01:36:00,566 DEBUG   HandlerThread:19816 [handler.py:handle_request():146] handle_request: status_report
